GeneSymbol	A21_05_C3_P5_299466	A21_05_C3_P5_481136	A21_05_C3_P5_652329	A21_05_C3_P5_494412	A21_05_C3_P5_856756	A21_05_C3_P5_678766	A21_05_C3_P5_757592	A21_05_C3_P5_848919	A21_05_C3_P5_634645	A21_05_C3_P5_255703	A21_05_C3_P5_440336	A21_05_C3_P5_371750	A21_05_C3_P5_759161
NNAT	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NNMT	1.067	1.782	1.034	1.798	1.114	0.923	1.388	1.523	1.324	1.597	1.201	1.987	1.052
NOC3L	0.000	0.285	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.446	0.000	0.000	0.808
NOLC1	0.276	0.000	1.183	0.650	0.705	0.699	0.000	0.000	0.439	1.338	0.458	0.763	0.808
NOP16	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NOP56	0.492	0.506	0.373	0.000	0.000	0.409	0.000	0.000	0.000	0.000	0.771	0.000	0.000
NOP58	0.670	0.687	0.645	0.377	0.413	0.000	0.000	0.000	0.000	0.989	0.458	1.351	0.808
NOTCH3	0.000	0.000	0.000	0.377	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NOVA2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NPAS3	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.439	0.000	0.000	0.000	0.000
NPDC1	0.000	0.285	0.000	0.377	0.413	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NPR3	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NPTX1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NPTXR	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NR1D1	0.000	0.000	0.000	0.377	0.000	0.000	0.000	0.413	0.000	0.000	0.000	0.000	0.000
NR2F1	0.670	0.285	0.000	0.000	0.413	0.699	0.406	0.000	0.000	0.446	0.771	0.000	0.000
NR2F2	0.820	1.091	1.531	1.871	0.930	0.699	0.694	1.404	1.461	1.179	0.771	0.453	0.808
NR4A1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NREP	1.857	2.387	2.262	1.190	1.114	1.513	1.874	2.161	1.581	1.705	1.362	1.719	1.554
NRG1	0.000	0.687	0.000	0.000	0.000	0.000	0.000	0.000	0.743	0.000	0.000	0.000	0.000
NRK	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NRN1	0.276	0.285	1.034	0.000	1.114	0.923	1.255	0.705	1.581	0.000	1.362	1.000	1.052
NRP2	0.670	0.506	0.858	0.650	1.403	0.699	1.100	0.931	0.439	2.118	0.458	0.453	1.554
NRXN2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NSD2	0.276	0.285	0.645	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NT5DC2	1.351	1.725	1.313	1.321	0.930	1.714	1.388	0.705	1.324	0.989	0.458	0.453	0.483
NT5E	1.265	0.841	0.645	0.864	0.705	1.513	1.100	1.270	1.786	0.989	0.771	1.611	1.249
NTM	1.351	1.531	0.645	1.190	0.000	1.261	1.255	1.404	0.439	1.597	1.201	1.000	1.249
NTN4	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NTNG1	0.000	0.000	0.373	0.000	0.705	0.000	0.000	0.000	1.165	0.446	0.458	0.453	0.808
NTSR1	0.000	0.000	0.000	0.000	0.000	0.409	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NUAK1	0.670	0.506	0.000	0.377	1.403	1.106	0.694	1.114	0.976	0.446	1.201	1.000	1.249
NUCKS1	1.695	1.378	1.531	1.719	1.628	2.453	1.948	1.628	1.461	1.891	1.918	1.987	1.787
NUF2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NUP107	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.483
NUP50	0.492	0.506	0.373	0.650	0.000	0.923	0.000	0.000	0.439	0.000	0.458	0.453	0.000
OAS1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
OAS2	0.000	0.000	0.000	0.000	0.000	0.000	0.406	0.000	0.000	0.000	0.000	0.453	0.000
OAS3	0.000	0.000	0.000	0.000	0.000	0.000	0.406	0.000	0.000	0.000	0.000	0.453	0.000
OASL	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
ODC1	0.276	0.000	0.000	0.000	0.000	0.000	0.000	0.413	0.000	0.000	1.009	0.000	0.483
OGFRL1	0.000	0.000	0.000	0.650	0.413	0.000	0.694	0.931	0.000	0.754	0.000	0.453	0.808
OGN	0.000	0.000	0.000	0.000	1.114	0.000	0.000	0.000	0.439	0.000	0.458	0.453	0.483
OIP5	0.000	0.000	0.000	0.000	0.413	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
OLFM1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
OLFM2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
OLFML1	0.000	0.000	0.000	0.000	0.413	0.000	0.000	0.000	0.000	0.446	0.000	0.000	0.000
OLFML2A	0.000	0.285	0.373	0.000	0.000	0.000	0.000	0.000	0.743	0.754	0.458	0.763	0.000
OLFML2B	0.000	0.000	1.428	0.650	1.114	0.699	1.100	0.413	1.165	0.989	0.771	0.763	0.808
OMD	0.000	0.000	0.000	0.377	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
OMG	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
ORC1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
ORC6	0.000	0.000	0.000	0.000	0.413	0.000	0.406	0.000	0.000	0.000	0.000	0.000	0.000
OSR1	0.000	0.000	0.000	0.000	0.000	0.000	0.918	0.931	0.439	0.000	0.000	0.000	0.000
OSR2	0.000	0.506	0.858	0.000	0.413	0.000	0.000	0.000	0.000	0.000	0.458	0.453	0.000
OXTR	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.413	0.000	0.000	0.000	0.000	0.000
P2RX7	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PA2G4	0.951	0.841	1.183	1.539	0.413	1.261	1.506	1.523	0.743	0.989	1.201	1.191	0.000
PAG1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PAICS	0.276	0.687	1.034	0.650	0.413	1.618	1.100	0.705	0.743	0.989	1.201	0.453	0.483
PAK3	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PALLD	2.117	1.887	1.788	1.871	1.269	2.150	1.388	2.730	1.955	2.183	1.918	2.063	2.059
PALM2-AKAP2	0.276	0.506	0.645	1.041	0.413	0.699	0.406	0.413	1.581	1.338	1.201	1.351	0.000
PALMD	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.458	0.000	0.000
PAPPA	0.000	0.285	0.373	0.377	1.114	0.409	1.100	1.404	0.743	0.446	0.458	1.719	0.483
PAQR4	0.000	0.000	0.000	0.377	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PARD3B	0.000	0.000	0.000	0.000	0.413	0.000	0.000	0.000	0.439	0.000	0.000	0.000	0.000
PARP2	0.000	0.285	0.000	0.377	0.000	0.000	0.000	0.000	0.439	0.000	0.458	0.000	0.000
PARPBP	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.413	0.000	0.000	0.000	0.000	0.000
PART1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PAWR	0.276	0.506	0.373	0.377	0.413	0.409	0.000	0.000	0.000	1.179	0.000	0.000	0.000
PAX6	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PAX8-AS1	0.670	0.506	0.000	0.864	0.000	0.000	0.000	0.413	0.000	0.000	0.000	1.000	0.000
PBK	0.000	0.000	0.000	0.000	0.413	0.409	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PCDH10	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PCDH7	0.492	0.974	0.373	0.864	0.705	1.106	0.694	1.523	0.439	0.989	0.458	0.453	1.052
PCDH9	0.492	0.974	0.000	0.377	0.000	0.699	1.255	0.000	0.439	0.000	0.771	0.000	0.000
PCDHB15	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PCDHB16	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.413	0.000	0.000	0.000	0.000	0.000
PCDHB5	0.276	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PCLAF	0.000	0.000	0.373	0.000	0.000	0.409	0.000	0.000	0.000	0.754	0.458	0.000	0.000
PCNA	0.492	0.285	0.645	0.377	0.705	1.513	0.918	0.413	1.165	0.446	0.000	0.000	0.000
PCOLCE2	0.276	0.285	0.373	0.000	0.000	0.000	0.406	0.000	0.000	0.000	0.000	0.000	0.000
PCSK1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PCSK5	0.000	0.000	0.000	0.000	0.000	0.409	0.406	0.000	0.000	0.000	0.000	0.000	0.000
PCSK9	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PDE1B	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PDE3A	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PDE3B	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PDE5A	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.458	0.000	0.000
PDGFD	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.439	0.000	0.000	0.453	0.000
PDGFRA	0.000	0.285	1.034	1.041	1.269	0.923	0.694	1.523	0.439	1.179	1.201	1.351	0.483
PDGFRL	0.492	0.000	0.373	0.000	0.000	0.000	0.406	0.413	0.439	0.000	0.000	0.000	0.808
PDLIM3	0.000	0.285	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.483
PDPN	0.000	0.000	0.000	1.190	1.269	0.409	0.694	0.413	0.000	1.179	0.000	0.763	0.808
PEA15	1.430	1.600	1.034	1.539	0.413	1.261	1.707	1.724	0.976	1.179	1.362	1.719	0.808
PEG10	0.000	0.000	0.373	0.000	0.000	0.000	0.406	0.000	0.439	0.000	0.458	0.453	0.000
PEG3	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PENK	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PF4V1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PFN1	3.146	2.675	3.083	2.984	2.660	3.492	2.920	2.661	2.440	3.030	3.211	2.566	3.009
PGF	0.000	0.000	0.000	0.000	0.000	0.000	0.406	0.000	0.000	0.000	0.000	0.000	0.000
PHACTR3	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PHEX	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PHF19	0.000	0.000	0.000	0.000	0.000	0.409	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PHIP	0.000	0.000	0.645	0.000	0.413	0.409	0.000	0.000	0.439	0.446	0.458	0.000	0.000
PHLDA1	0.000	0.000	0.000	0.650	0.000	0.000	0.000	0.413	0.000	0.000	0.000	0.000	0.000
PHLDA2	0.000	0.285	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PI16	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PID1	0.000	0.000	0.373	0.377	0.000	0.000	0.406	0.000	0.000	0.446	0.771	0.000	0.000
PIEZO2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PIF1	0.276	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PIK3R6	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PILRB	0.000	0.000	0.000	0.000	0.000	0.000	0.406	0.000	0.000	0.000	0.000	0.000	0.000
PIM1	1.265	0.841	1.531	0.650	0.000	1.395	0.918	0.931	1.461	0.446	1.918	0.453	0.483
PIMREG	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PIWIL2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PKMYT1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PLAC9	0.000	0.000	0.373	0.377	0.413	0.000	0.406	0.000	0.000	0.000	0.000	0.763	0.000
PLAT	0.000	0.974	0.373	0.650	0.000	0.409	0.694	0.000	1.165	0.446	1.009	1.191	0.808
PLAU	0.000	0.285	1.183	2.063	0.000	1.801	0.406	0.413	0.439	1.705	0.000	0.000	0.808
PLAUR	0.276	0.506	0.645	1.041	0.000	0.000	0.918	0.000	0.439	0.446	0.771	0.000	0.000
PLCB1	0.000	0.285	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.446	0.000	0.000	0.000
PLEKHG1	0.000	0.000	0.000	0.000	0.413	0.000	0.000	0.000	0.439	0.000	0.000	0.000	0.000
PLEKHH2	0.000	0.000	0.000	0.000	0.930	0.000	0.406	0.000	0.000	0.000	0.000	0.000	0.000
PLIN2	0.492	0.506	0.000	0.000	0.413	0.409	0.406	1.114	1.165	0.754	0.458	0.763	0.000
PLK1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PLK2	0.000	0.974	0.000	0.377	0.413	1.261	0.694	0.000	0.000	0.000	0.000	0.000	0.808
PLK4	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.453	0.000
PLOD2	2.664	2.951	1.710	1.436	1.114	1.956	1.506	0.413	1.324	1.179	1.623	0.763	1.413
PLP1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PLPP1	0.670	0.285	0.373	0.650	0.705	0.000	0.406	0.413	0.000	0.000	1.009	0.763	0.483
PLPP3	0.000	0.000	1.183	0.000	0.705	0.000	0.000	0.413	0.976	0.446	0.771	0.453	0.000
PLPP4	0.492	0.000	0.645	1.041	0.413	0.000	0.918	0.000	0.743	0.000	0.458	0.000	0.000
PLTP	0.000	0.000	0.373	0.000	0.000	0.000	0.694	0.000	0.439	0.989	0.458	0.453	0.000
PLXDC1	0.000	0.000	0.000	0.377	0.000	0.000	0.406	0.000	0.000	0.000	0.000	0.000	0.000
PLXDC2	0.951	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PLXNC1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.413	0.000	0.000	0.000	0.000	0.000
PMAIP1	0.000	0.285	0.000	0.000	0.000	0.409	0.000	0.000	0.000	0.000	0.000	0.453	0.000
PMEPA1	0.492	0.000	0.645	0.864	0.413	0.923	0.406	0.000	0.439	0.000	0.771	0.000	0.000
PMFBP1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PNMA2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PNP	0.276	0.000	0.373	0.377	0.000	0.409	0.000	0.000	0.000	0.000	0.000	0.000	0.483
PNPT1	0.000	0.285	0.373	0.377	0.413	0.000	0.406	0.000	0.000	0.000	0.458	0.000	1.052
POC1A	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
POLD3	0.000	0.285	0.373	0.000	0.000	0.409	0.000	0.413	0.439	0.754	0.000	0.453	0.000
POLE2	0.000	0.000	0.000	0.000	0.000	0.409	0.406	0.000	0.000	0.000	0.000	0.000	0.000
POLE3	0.670	0.285	0.373	0.377	0.413	0.000	0.000	0.705	0.439	0.000	0.000	0.000	0.000
POLQ	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
POSTN	1.171	2.387	1.861	2.003	2.586	2.536	1.948	0.000	0.439	1.972	2.704	0.453	1.886
POU2F2	0.276	0.000	0.373	1.321	0.000	1.395	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PPFIA2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PPIF	0.000	0.285	0.373	0.000	0.413	0.409	1.100	0.705	0.439	0.989	0.000	0.763	0.483
PPL	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PPP1R3C	0.000	0.000	0.373	0.000	0.000	1.261	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PRAG1	0.000	0.974	0.000	0.377	0.705	0.000	0.000	0.000	0.000	0.000	0.458	1.000	0.483
PRC1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PRDM1	0.276	0.000	0.373	0.377	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PRDM16	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PRG4	0.000	0.000	0.000	0.000	0.000	0.409	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PRICKLE1	0.951	1.457	0.373	0.864	0.930	0.409	0.406	1.270	1.461	0.754	0.458	0.763	0.483
PRKCZ-AS1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PRKDC	0.670	0.506	0.645	0.377	1.114	0.923	0.406	0.000	0.743	0.000	1.201	0.763	1.249
PRLR	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PRMT1	0.951	0.687	0.645	0.864	0.413	1.106	0.000	0.413	0.976	0.446	0.000	0.453	0.000
PRPS1	0.492	0.687	1.428	0.650	0.000	0.000	0.000	1.404	0.743	0.000	0.000	0.000	0.483
PRR11	0.000	0.000	0.373	0.377	0.000	0.409	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PRRG3	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PRSS21	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.439	0.000	0.000	0.000	0.483
PRSS23	2.864	0.974	0.858	1.321	1.965	1.714	0.000	2.218	0.976	0.446	0.458	1.611	0.000
PRXL2A	0.000	0.285	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.754	0.000	0.000	0.000
PSAP	1.951	2.027	2.214	2.119	1.891	1.618	2.017	2.218	1.786	2.357	1.623	1.719	2.206
PSAT1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.446	0.000	0.000	0.483
PSG5	0.000	0.506	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PSIP1	0.492	0.000	0.000	0.650	0.705	0.409	0.694	0.931	0.439	0.000	0.000	0.453	0.808
PSMC3IP	0.000	0.000	0.000	0.000	0.000	0.409	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PSMD14	0.492	1.196	0.858	1.041	0.413	0.699	0.694	0.413	0.743	0.754	0.458	0.453	0.808
PSMD2	0.670	1.291	0.858	1.041	0.413	1.513	1.255	0.413	1.689	1.338	1.009	0.453	0.808
PSRC1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PTCHD4	0.276	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PTGDS	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PTGER2	0.000	0.000	0.373	0.000	0.000	0.000	0.000	0.000	0.439	0.000	0.000	0.000	0.000
PTGER3	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PTGER4	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PTGES	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PTGES3	0.492	0.687	0.858	1.041	0.930	1.261	0.694	0.000	1.324	0.446	0.771	0.763	1.249
PTGFR	0.000	0.000	0.373	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PTGFRN	0.492	0.000	0.000	0.000	0.413	0.409	0.000	0.931	0.439	0.754	0.458	0.453	0.000
PTGIS	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.453	0.000
PTGS1	0.000	0.000	0.000	0.000	0.705	0.000	0.000	0.000	0.000	0.000	0.771	0.000	0.483
PTGS2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PTHLH	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PTMA	2.117	2.149	2.394	2.173	2.099	2.453	2.711	1.812	2.896	2.712	2.742	2.373	2.135
PTN	0.000	0.000	0.645	0.000	0.000	0.000	0.000	0.000	0.439	0.000	0.000	0.453	0.000
PTPRD	0.000	0.000	0.373	0.000	0.000	0.409	0.918	0.000	1.165	0.000	0.000	1.000	1.052
PTPRE	0.000	0.285	0.000	0.000	0.000	0.923	0.000	0.000	0.000	0.000	0.000	0.453	0.000
PTPRF	0.000	0.506	0.373	0.377	0.705	0.699	0.000	0.705	0.439	0.000	0.458	0.763	0.000
PTPRN	0.000	0.000	0.000	0.000	0.413	0.000	0.000	0.000	0.439	0.000	0.000	0.000	0.483
PTPRN2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PTPRQ	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PTTG1	0.000	0.000	0.000	0.000	0.000	0.923	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PTX3	0.000	0.000	0.645	0.000	0.413	0.000	0.000	1.724	1.324	1.338	1.362	0.763	0.808
PUM3	0.492	0.000	0.373	0.000	0.000	0.409	0.694	0.413	0.000	0.989	0.000	0.763	0.000
PURPL	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PXDN	1.430	1.196	0.373	0.864	0.705	1.261	0.000	0.413	0.976	1.476	1.201	0.763	1.052
QPCT	0.276	0.000	0.373	1.041	1.522	0.409	0.000	0.000	0.439	0.000	1.201	1.000	0.000
QPRT	1.171	0.974	0.645	1.539	1.891	1.106	0.918	0.931	0.439	1.179	0.771	1.191	1.052
RAB27B	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
RAB31	0.276	0.000	0.858	0.000	0.930	0.699	0.694	0.413	1.324	1.338	1.501	0.000	0.808
RAB3B	0.000	0.285	0.858	0.650	0.000	0.000	1.100	1.114	0.439	0.989	1.501	1.191	0.483
RACGAP1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
RAD18	0.000	0.000	0.000	0.377	0.000	0.000	0.000	0.000	0.000	0.446	0.000	0.000	0.000
RAD21	1.067	0.841	0.373	0.377	0.413	0.409	0.918	0.413	0.743	1.476	0.458	1.489	0.808
RAD51	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
RAD51AP1	0.276	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
RAD54L	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
RAD9B	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
RAMP1	0.000	0.285	0.000	0.000	0.930	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
RAN	1.806	2.223	2.053	2.173	1.522	2.089	2.142	1.892	2.100	2.245	2.212	2.260	2.206
RANBP1	0.670	1.091	0.858	0.377	0.930	1.261	0.694	0.705	1.324	1.338	1.009	0.763	0.483
RANBP17	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
RANGAP1	0.000	0.000	0.000	0.000	0.000	0.409	0.406	0.000	0.000	0.000	0.000	0.453	0.000
RARRES1	0.000	0.285	0.373	0.377	0.000	0.000	0.406	0.000	0.439	0.446	0.000	0.453	0.808
RARRES2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.413	0.000	0.000	0.458	0.000	0.000
RASD1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
RASGRP1	0.000	0.285	0.373	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
RASSF2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
RBBP8	0.276	0.000	0.373	0.377	0.000	0.000	0.000	0.931	0.000	0.000	0.000	0.000	0.483
RBM46	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
RBP1	0.000	0.000	0.000	0.377	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
RCAN1	0.000	0.285	0.000	0.000	0.000	0.000	0.000	0.413	0.000	0.000	0.771	0.000	0.000
RCAN2	0.820	0.506	0.000	0.000	0.413	0.923	0.000	0.000	0.000	0.000	0.000	0.453	1.249
RCC2	0.670	0.506	0.645	0.650	0.930	0.699	0.694	0.000	0.743	0.000	0.000	1.000	0.483
RDH10	0.492	0.841	0.000	0.000	0.000	0.000	0.000	0.931	0.000	0.754	0.000	0.000	0.000
REEP4	0.492	0.285	0.000	0.000	0.000	0.409	0.000	0.000	0.000	0.000	0.458	0.000	0.000
REEP6	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
REPS2	0.000	0.000	0.000	0.000	0.413	0.000	0.000	0.000	0.439	0.000	0.771	0.000	0.000
RETREG1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
REV3L	0.492	0.000	0.373	0.377	0.413	0.923	0.694	0.413	0.000	0.000	0.000	0.000	1.052
